nameID	parentNameID	scientificName	scientificNameAuthorship	nameRank	nameUri	isHybrid	genus	specificEpithet	rankIndicator	otherEpithet	subclass	family	acceptance	acceptedNameID
100280030	24900050	Abies balsamea fo. hudsoniana	Fernald & Weath.	forma	http://www.tropicos.org/Name/100280030		Abies	balsamea	fo.	hudsoniana	Coniferidae	Pinaceae		
50327482	24900050	Abies balsamea subsp. balsamea		subspecies	http://www.tropicos.org/Name/50327482		Abies	balsamea	subsp.	balsamea	Coniferidae	Pinaceae		
100280031	24900050	Abies balsamea subsp. lasiocarpa	Boivin	subspecies	http://www.tropicos.org/Name/100280031		Abies	balsamea	subsp.	lasiocarpa	Coniferidae	Pinaceae		
24901028	40002848	Abies beshanzuensis	M.H. Wu	species	http://www.tropicos.org/Name/24901028		Abies	beshanzuensis	sp.		Coniferidae	Pinaceae	A	
24900292	40002848	Abies bifolia	A. Murray bis	species	http://www.tropicos.org/Name/24900292		Abies	bifolia	sp.		Coniferidae	Pinaceae	A	
50234002	24900292	Abies bifolia var. arizonica	(Merriam) O'Kane & K.D. Heil	variety	http://www.tropicos.org/Name/50234002		Abies	bifolia	var.	arizonica	Coniferidae	Pinaceae	A	
50234001	24900292	Abies bifolia var. bifolia		variety	http://www.tropicos.org/Name/50234001		Abies	bifolia	var.	bifolia	Coniferidae	Pinaceae		
24900878	40002848	Abies brachyphylla	Maxim.	species	http://www.tropicos.org/Name/24900878		Abies	brachyphylla	sp.		Coniferidae	Pinaceae	S	24901772
24900002	40002848	Abies cephalonica	Loudon	species	http://www.tropicos.org/Name/24900002		Abies	cephalonica	sp.		Coniferidae	Pinaceae	A	
100280034	24900002	Abies cephalonica fo. pseudociliata	Guin. & Maire	forma	http://www.tropicos.org/Name/100280034		Abies	cephalonica	fo.	pseudociliata	Coniferidae	Pinaceae		
100280035	24900002	Abies cephalonica subsp. apollinis	(Link) Silba	subspecies	http://www.tropicos.org/Name/100280035		Abies	cephalonica	subsp.	apollinis	Coniferidae	Pinaceae	A	
100280036	24900002	Abies cephalonica subsp. peloponnesiaca	Silba	subspecies	http://www.tropicos.org/Name/100280036		Abies	cephalonica	subsp.	peloponnesiaca	Coniferidae	Pinaceae		
100280037	24900002	Abies cephalonica var. appolinis	Beissn.	variety	http://www.tropicos.org/Name/100280037		Abies	cephalonica	var.	appolinis	Coniferidae	Pinaceae		
100280038	24900002	Abies cephalonica var. heterophylla	K. Koch	variety	http://www.tropicos.org/Name/100280038		Abies	cephalonica	var.	heterophylla	Coniferidae	Pinaceae		
100280039	24900002	Abies cephalonica var. parnassica	Willk.	variety	http://www.tropicos.org/Name/100280039		Abies	cephalonica	var.	parnassica	Coniferidae	Pinaceae		
24901007	40002848	Abies chensiensis	Tiegh.	species	http://www.tropicos.org/Name/24901007		Abies	chensiensis	sp.		Coniferidae	Pinaceae	A	
100280040	24901007	Abies chensiensis var. salouensis	Silba	variety	http://www.tropicos.org/Name/100280040		Abies	chensiensis	var.	salouensis	Coniferidae	Pinaceae		
24900991	40002848	Abies chinensis	Franch.	species	http://www.tropicos.org/Name/24900991		Abies	chinensis	sp.		Coniferidae	Pinaceae		
24901698	40002848	Abies cilicica	(Antoine & Kotschy) CarriäîìŒËre	species	http://www.tropicos.org/Name/24901698		Abies	cilicica	sp.		Coniferidae	Pinaceae	S	50230009
100280043	24901698	Abies cilicica subsp. borisii-regis	(Mattf.) Silba	subspecies	http://www.tropicos.org/Name/100280043		Abies	cilicica	subsp.	borisii-regis	Coniferidae	Pinaceae	A	
100280044	24901698	Abies cilicica var. pyramidalis	Boydak & Erdäîìäî‰rul	variety	http://www.tropicos.org/Name/100280044		Abies	cilicica	var.	pyramidalis	Coniferidae	Pinaceae		
24900136	40002848	Abies concolor	(Gordon & Glend.) Lindl. ex Hildebr.	species	http://www.tropicos.org/Name/24900136		Abies	concolor	sp.		Coniferidae	Pinaceae	A	
100280045	24900136	Abies concolor subsp. baja-californica	Silba	subspecies	http://www.tropicos.org/Name/100280045		Abies	concolor	subsp.	baja-californica	Coniferidae	Pinaceae		
100280046	24900136	Abies concolor subsp. martinezii	(Silba) Silba	subspecies	http://www.tropicos.org/Name/100280046		Abies	concolor	subsp.	martinezii	Coniferidae	Pinaceae	A	
100280047	24900136	Abies concolor subsp. viridula	(Debreczy & I. Räîìí_cz) Silba	subspecies	http://www.tropicos.org/Name/100280047		Abies	concolor	subsp.	viridula	Coniferidae	Pinaceae	A	
100280048	24900136	Abies concolor var. violacea	Lavalläîìäëêe	variety	http://www.tropicos.org/Name/100280048		Abies	concolor	var.	violacea	Coniferidae	Pinaceae		
24901013	40002848	Abies delavayi	Franch.	species	http://www.tropicos.org/Name/24901013		Abies	delavayi	sp.		Coniferidae	Pinaceae	A	
100280050	24901013	Abies delavayi subsp. fansipanensis	"(Q.P. Xiang, L.K. Fu & Nan Li) Rushforth"	subspecies	http://www.tropicos.org/Name/100280050		Abies	delavayi	subsp.	fansipanensis	Coniferidae	Pinaceae	A	
100280051	24901013	Abies delavayi subsp. motuoensis	Silba	subspecies	http://www.tropicos.org/Name/100280051		Abies	delavayi	subsp.	motuoensis	Coniferidae	Pinaceae		
100280052	24901013	Abies delavayi subsp. nukiangensis	Silba	subspecies	http://www.tropicos.org/Name/100280052		Abies	delavayi	subsp.	nukiangensis	Coniferidae	Pinaceae		
24900542	40002848	Abies denticulata	Michx.	species	http://www.tropicos.org/Name/24900542		Abies	denticulata	sp.		Coniferidae	Pinaceae	S	50231586
24900436	40002848	Abies douglasii	Hort. ex Loud.	species	http://www.tropicos.org/Name/24900436		Abies	douglasii	sp.		Coniferidae	Pinaceae		
50233692	24900436	Abies douglasii var. macrocarpa	(Vasey) Vasey	variety	http://www.tropicos.org/Name/50233692		Abies	douglasii	var.	macrocarpa	Coniferidae	Pinaceae	S	50233696
24901700	40002848	Abies durangensis	Mart.	species	http://www.tropicos.org/Name/24901700		Abies	durangensis	sp.		Coniferidae	Pinaceae	A	
100280054	24901700	Abies durangensis subsp. coahuilensis	(I.M. Johnst.) Silba	subspecies	http://www.tropicos.org/Name/100280054		Abies	durangensis	subsp.	coahuilensis	Coniferidae	Pinaceae	A	
100280055	24901700	Abies durangensis subsp. neodurangensis	"(Debreczy, I. Räîìí_cz & R.M. Salazar) Silba"	subspecies	http://www.tropicos.org/Name/100280055		Abies	durangensis	subsp.	neodurangensis	Coniferidae	Pinaceae	A	
24900659	40002848	Abies ernestii	Rehder	species	http://www.tropicos.org/Name/24900659		Abies	ernestii	sp.		Coniferidae	Pinaceae	A	
50231107	40002848	Abies excelsa	(Lamb.) Poir.	species	http://www.tropicos.org/Name/50231107		Abies	excelsa	sp.		Coniferidae	Pinaceae		
50231604	50231107	Abies excelsa var. altaica	(Tepl.) Willk.	variety	http://www.tropicos.org/Name/50231604		Abies	excelsa	var.	altaica	Coniferidae	Pinaceae	A	
100280056	50231107	Abies excelsa var. carpatica	Loudon	variety	http://www.tropicos.org/Name/100280056		Abies	excelsa	var.	carpatica	Coniferidae	Pinaceae	S	100280033
50231600	50231107	Abies excelsa var. obovata	(Ledeb.) K. Koch	variety	http://www.tropicos.org/Name/50231600		Abies	excelsa	var.	obovata	Coniferidae	Pinaceae		
24901027	40002848	Abies fabri	(Mast.) Craib	species	http://www.tropicos.org/Name/24901027		Abies	fabri	sp.		Coniferidae	Pinaceae	A	
100280057	24901027	Abies fabri subsp. beshanzuensis	(M.H. Wu) Silba	subspecies	http://www.tropicos.org/Name/100280057		Abies	fabri	subsp.	beshanzuensis	Coniferidae	Pinaceae	A	
100280058	24901027	Abies fabri subsp. dayuanensis	(Q.X. Liu) Silba	subspecies	http://www.tropicos.org/Name/100280058		Abies	fabri	subsp.	dayuanensis	Coniferidae	Pinaceae	A	
100280059	24901027	Abies fabri subsp. yuanbaoshanensis	(Y.J. Läîìä´ù & L.K. Fu) Silba	subspecies	http://www.tropicos.org/Name/100280059		Abies	fabri	subsp.	yuanbaoshanensis	Coniferidae	Pinaceae	A	
100280060	24901027	Abies fabri subsp. ziyuanensis	(L.K. Fu & S.L. Mo) Silba	subspecies	http://www.tropicos.org/Name/100280060		Abies	fabri	subsp.	ziyuanensis	Coniferidae	Pinaceae	A	
24901000	40002848	Abies fargesii	Franch.	species	http://www.tropicos.org/Name/24901000		Abies	fargesii	sp.		Coniferidae	Pinaceae		
100280061	24901000	Abies fargesii subsp. faxoniana	(Rehder & E.H. Wilson) Silba	subspecies	http://www.tropicos.org/Name/100280061		Abies	fargesii	subsp.	faxoniana	Coniferidae	Pinaceae	A	
100280062	24901000	Abies fargesii subsp. hupehensis	(Silba) Silba	subspecies	http://www.tropicos.org/Name/100280062		Abies	fargesii	subsp.	hupehensis	Coniferidae	Pinaceae	A	
100280063	24901000	Abies fargesii subsp. sutchuenensis	Silba	subspecies	http://www.tropicos.org/Name/100280063		Abies	fargesii	subsp.	sutchuenensis	Coniferidae	Pinaceae		
100280064	24901000	Abies fargesii var. sutchuensis	Franch.	variety	http://www.tropicos.org/Name/100280064		Abies	fargesii	var.	sutchuensis	Coniferidae	Pinaceae		
24900993	40002848	Abies ferreana	BordäîìŒËres & Gaussen	species	http://www.tropicos.org/Name/24900993		Abies	ferreana	sp.		Coniferidae	Pinaceae	A	
24900658	40002848	Abies firma	Siebold & Zucc.	species	http://www.tropicos.org/Name/24900658		Abies	firma	sp.		Coniferidae	Pinaceae	A	
24900796	40002848	Abies forrestii	Coltm.-Rog.	species	http://www.tropicos.org/Name/24900796		Abies	forrestii	sp.		Coniferidae	Pinaceae	A	
100280065	24900796	Abies forrestii subsp. chengii	(Rushforth) Silba	subspecies	http://www.tropicos.org/Name/100280065		Abies	forrestii	subsp.	chengii	Coniferidae	Pinaceae	A	
100280066	24900796	Abies forrestii subsp. ferreana	(BordäîìŒËres & Gaussen) Silba	subspecies	http://www.tropicos.org/Name/100280066		Abies	forrestii	subsp.	ferreana	Coniferidae	Pinaceae	A	
24900138	40002848	Abies fraseri	(Pursh) Poir.	species	http://www.tropicos.org/Name/24900138		Abies	fraseri	sp.		Coniferidae	Pinaceae	A	
24901017	40002848	Abies georgei	Orr	species	http://www.tropicos.org/Name/24901017		Abies	georgei	sp.		Coniferidae	Pinaceae	A	
100280068	24901017	Abies georgei subsp. smithii	(Viguiäîìäëê & Gaussen) Silba	subspecies	http://www.tropicos.org/Name/100280068		Abies	georgei	subsp.	smithii	Coniferidae	Pinaceae	A	
100280069	24901017	Abies georgei var. smithii	"(Viguiäîìäëê & Gaussen) C.Y. Cheng, W.C. Cheng & L.K. Fu"	variety	http://www.tropicos.org/Name/100280069		Abies	georgei	var.	smithii	Coniferidae	Pinaceae	S	100280068
24900139	40002848	Abies grandis	(Douglas ex D. Don) Lindl.	species	http://www.tropicos.org/Name/24900139		Abies	grandis	sp.		Coniferidae	Pinaceae	A	
100280071	24900139	Abies grandis subsp. idahoensis	(Silba) Silba	subspecies	http://www.tropicos.org/Name/100280071		Abies	grandis	subsp.	idahoensis	Coniferidae	Pinaceae	A	
50235783	24900139	Abies grandis var. lowiana	(Gordon) Hoopes	variety	http://www.tropicos.org/Name/50235783		Abies	grandis	var.	lowiana	Coniferidae	Pinaceae		
24900640	40002848	Abies guatemalensis	Rehder	species	http://www.tropicos.org/Name/24900640		Abies	guatemalensis	sp.		Coniferidae	Pinaceae	A	
100280072	24900640	Abies guatemalensis subsp. ixtepejiensis	(Silb.) Silba	subspecies	http://www.tropicos.org/Name/100280072		Abies	guatemalensis	subsp.	ixtepejiensis	Coniferidae	Pinaceae	A	
100280073	24900640	Abies guatemalensis subsp. jaliscana	(MartäîìŒçnez) Silba	subspecies	http://www.tropicos.org/Name/100280073		Abies	guatemalensis	subsp.	jaliscana	Coniferidae	Pinaceae	A	
100280074	24900640	Abies guatemalensis subsp. longibracteata	(Debreczy & I. Räîìí_cz) Silba	subspecies	http://www.tropicos.org/Name/100280074		Abies	guatemalensis	subsp.	longibracteata	Coniferidae	Pinaceae	A	
100280075	24900640	Abies guatemalensis subsp. rushforthii	(Silba) Silba	subspecies	http://www.tropicos.org/Name/100280075		Abies	guatemalensis	subsp.	rushforthii	Coniferidae	Pinaceae	A	
100280076	24900640	Abies guatemalensis subsp. tamaulipasensis	(Silba) Silba	subspecies	http://www.tropicos.org/Name/100280076		Abies	guatemalensis	subsp.	tamaulipasensis	Coniferidae	Pinaceae	A	
100280077	24900640	Abies guatemalensis subsp. zapotekensis	"(Debreczy, I. Räîìí_cz & G. RamäîìŒçrez) Silba"	subspecies	http://www.tropicos.org/Name/100280077		Abies	guatemalensis	subsp.	zapotekensis	Coniferidae	Pinaceae	A	
100280078	24900640	Abies guatemalensis var. tamaulipasensis	Silba	variety	http://www.tropicos.org/Name/100280078		Abies	guatemalensis	var.	tamaulipasensis	Coniferidae	Pinaceae	S	100280076
24900837	40002848	Abies hickelii	Flous & Gaussen	species	http://www.tropicos.org/Name/24900837		Abies	hickelii	sp.		Coniferidae	Pinaceae	A	
100280079	24900837	Abies hickelii subsp. oaxacana	(Mart.) Silba	subspecies	http://www.tropicos.org/Name/100280079		Abies	hickelii	subsp.	oaxacana	Coniferidae	Pinaceae	A	
24900052	40002848	Abies holophylla	Maxim.	species	http://www.tropicos.org/Name/24900052		Abies	holophylla	sp.		Coniferidae	Pinaceae	A	
50287680	24900052	Abies holophylla var. aspericorticea	Y.Y. Sun	variety	http://www.tropicos.org/Name/50287680		Abies	holophylla	var.	aspericorticea	Coniferidae	Pinaceae	A	
24900657	40002848	Abies homolepis	Siebold & Zucc.	species	http://www.tropicos.org/Name/24900657		Abies	homolepis	sp.		Coniferidae	Pinaceae	A	
100280081	24900657	Abies homolepis subsp. umbellata	(Mayr) Silba	subspecies	http://www.tropicos.org/Name/100280081		Abies	homolepis	subsp.	umbellata	Coniferidae	Pinaceae	A	
24901716	40002848	Abies koreana	E.H. Wilson	species	http://www.tropicos.org/Name/24901716		Abies	koreana	sp.		Coniferidae	Pinaceae		
24900140	40002848	Abies lasiocarpa	(Hook.) Nutt.	species	http://www.tropicos.org/Name/24900140		Abies	lasiocarpa	sp.		Coniferidae	Pinaceae	A	
100280084	24900140	Abies lasiocarpa subsp. bifolia	(A. Murray bis) Silba	subspecies	http://www.tropicos.org/Name/100280084		Abies	lasiocarpa	subsp.	bifolia	Coniferidae	Pinaceae	A	
50327483	24900140	Abies lasiocarpa subsp. lasiocarpa		subspecies	http://www.tropicos.org/Name/50327483		Abies	lasiocarpa	subsp.	lasiocarpa	Coniferidae	Pinaceae		
24900288	40002848	Abies lowiana	(Gordon) A. Murray bis	species	http://www.tropicos.org/Name/24900288		Abies	lowiana	sp.		Coniferidae	Pinaceae	A	
24900142	40002848	Abies magnifica	A. Murray bis	species	http://www.tropicos.org/Name/24900142		Abies	magnifica	sp.		Coniferidae	Pinaceae	A	
100280088	24900142	Abies magnifica fo. glauca	(Beissn.) Rehder	forma	http://www.tropicos.org/Name/100280088		Abies	magnifica	fo.	glauca	Coniferidae	Pinaceae	A	
100280089	24900142	Abies magnifica subsp. shastensis	(Lemmon) Silba	subspecies	http://www.tropicos.org/Name/100280089		Abies	magnifica	subsp.	shastensis	Coniferidae	Pinaceae	A	
100364951	24900142	Abies magnifica var. critchfieldii	Lanner	variety	http://www.tropicos.org/Name/100364951		Abies	magnifica	var.	critchfieldii	Coniferidae	Pinaceae		
24900656	40002848	Abies mariesii	Mast.	species	http://www.tropicos.org/Name/24900656		Abies	mariesii	sp.		Coniferidae	Pinaceae	A	
24900284	40002848	Abies menziesii	Mirb.	species	http://www.tropicos.org/Name/24900284		Abies	menziesii	sp.		Coniferidae	Pinaceae	S	24900226
24900440	40002848	Abies mucronata	Raf.	species	http://www.tropicos.org/Name/24900440		Abies	mucronata	sp.		Coniferidae	Pinaceae	S	24900226
24900053	40002848	Abies nephrolepis	(Trautv. ex Maxim.) Maxim.	species	http://www.tropicos.org/Name/24900053		Abies	nephrolepis	sp.		Coniferidae	Pinaceae	A	
24900411	40002848	Abies nobilis	(Douglas ex D. Don) Lindl.	species	http://www.tropicos.org/Name/24900411		Abies	nobilis	sp.		Coniferidae	Pinaceae		
24900693	40002848	Abies nobilis	A. Dietr.	species	http://www.tropicos.org/Name/24900693		Abies	nobilis	sp.		Coniferidae	Pinaceae		
100280095	24900693	Abies nobilis var. argentea	Beissn.	variety	http://www.tropicos.org/Name/100280095		Abies	nobilis	var.	argentea	Coniferidae	Pinaceae		
100280096	24900693	Abies nobilis var. compacta	Chitt.	variety	http://www.tropicos.org/Name/100280096		Abies	nobilis	var.	compacta	Coniferidae	Pinaceae		
100280097	24900693	Abies nobilis var. glauca	CarriäîìŒËre	variety	http://www.tropicos.org/Name/100280097		Abies	nobilis	var.	glauca	Coniferidae	Pinaceae		
100280098	24900693	Abies nobilis var. glaucophylla	Sudw.	variety	http://www.tropicos.org/Name/100280098		Abies	nobilis	var.	glaucophylla	Coniferidae	Pinaceae		
100280099	24900693	Abies nobilis var. prostrata	Hornibr. ex Chitt.	variety	http://www.tropicos.org/Name/100280099		Abies	nobilis	var.	prostrata	Coniferidae	Pinaceae		
100280100	24900693	Abies nobilis var. robusta	Beissn.	variety	http://www.tropicos.org/Name/100280100		Abies	nobilis	var.	robusta	Coniferidae	Pinaceae		
24900054	40002848	Abies nordmanniana	Spach	species	http://www.tropicos.org/Name/24900054		Abies	nordmanniana	sp.		Coniferidae	Pinaceae	A	
100280101	24900054	Abies nordmanniana fo. tortifolia	Rehder	forma	http://www.tropicos.org/Name/100280101		Abies	nordmanniana	fo.	tortifolia	Coniferidae	Pinaceae		
24900926	40002848	Abies obovata	Loudon	species	http://www.tropicos.org/Name/24900926		Abies	obovata	sp.		Coniferidae	Pinaceae		
50231112	40002848	Abies pectinata	Gilib.	species	http://www.tropicos.org/Name/50231112		Abies	pectinata	sp.		Coniferidae	Pinaceae		
100280106	50231112	Abies pectinata var. leioclada	Link ex CarriäîìŒËre	variety	http://www.tropicos.org/Name/100280106		Abies	pectinata	var.	leioclada	Coniferidae	Pinaceae		
24900799	40002848	Abies picea	Mill.	species	http://www.tropicos.org/Name/24900799		Abies	picea	sp.		Coniferidae	Pinaceae		
50230277	40002848	Abies pindrow	(Royle ex D. Don) Royle	species	http://www.tropicos.org/Name/50230277		Abies	pindrow	sp.		Coniferidae	Pinaceae	S	50230283
100280108	50230277	Abies pindrow subsp. brevifolia	(Dallim. & A.B. Jacks.) Silba	subspecies	http://www.tropicos.org/Name/100280108		Abies	pindrow	subsp.	brevifolia	Coniferidae	Pinaceae	A	
24900704	40002848	Abies pinsapo	Boiss.	species	http://www.tropicos.org/Name/24900704		Abies	pinsapo	sp.		Coniferidae	Pinaceae	A	
100280109	24900704	Abies pinsapo subsp. euhispanica	(Boiss.) Maire	subspecies	http://www.tropicos.org/Name/100280109		Abies	pinsapo	subsp.	euhispanica	Coniferidae	Pinaceae		
100280110	24900704	Abies pinsapo subsp. marocana	(Trab.) Silba	subspecies	http://www.tropicos.org/Name/100280110		Abies	pinsapo	subsp.	marocana	Coniferidae	Pinaceae	A	
100280111	24900704	Abies pinsapo subsp. marocana	Emb. & Maire	subspecies	http://www.tropicos.org/Name/100280111		Abies	pinsapo	subsp.	marocana	Coniferidae	Pinaceae		
100280112	24900704	Abies pinsapo var. marocana	Ceballos & Bolaäîìä_Ío	variety	http://www.tropicos.org/Name/100280112		Abies	pinsapo	var.	marocana	Coniferidae	Pinaceae		
24900162	40002848	Abies procera	Rehder	species	http://www.tropicos.org/Name/24900162		Abies	procera	sp.		Coniferidae	Pinaceae	A	
100280113	24900162	Abies procera fo. glauca	Rehder	forma	http://www.tropicos.org/Name/100280113		Abies	procera	fo.	glauca	Coniferidae	Pinaceae		
100280114	24900162	Abies procera fo. prostrata	Rehder	forma	http://www.tropicos.org/Name/100280114		Abies	procera	fo.	prostrata	Coniferidae	Pinaceae		
24901039	40002848	Abies recurvata	Mast.	species	http://www.tropicos.org/Name/24901039		Abies	recurvata	sp.		Coniferidae	Pinaceae	A	
100280115	24901039	Abies recurvata subsp. ernestii	(Rehder) Silba	subspecies	http://www.tropicos.org/Name/100280115		Abies	recurvata	subsp.	ernestii	Coniferidae	Pinaceae	A	
24901726	40002848	Abies religiosa	(Kunth) Schltdl. & Cham.	species	http://www.tropicos.org/Name/24901726		Abies	religiosa	sp.		Coniferidae	Pinaceae	A	
100280116	24901726	Abies religiosa subsp. colimensis	"(Rushforth & Narave F., H.) Silba"	subspecies	http://www.tropicos.org/Name/100280116		Abies	religiosa	subsp.	colimensis	Coniferidae	Pinaceae	A	
100280117	24901726	Abies religiosa subsp. glaucescens	(Roezl) Silba	subspecies	http://www.tropicos.org/Name/100280117		Abies	religiosa	subsp.	glaucescens	Coniferidae	Pinaceae	A	
100280118	24901726	Abies religiosa subsp. perotensis	(Silba) Silba	subspecies	http://www.tropicos.org/Name/100280118		Abies	religiosa	subsp.	perotensis	Coniferidae	Pinaceae	A	
100280119	24901726	Abies religiosa var. emarginata	Loock & MartäîìŒçnez	variety	http://www.tropicos.org/Name/100280119		Abies	religiosa	var.	emarginata	Coniferidae	Pinaceae		
50231631	40002848	Abies rubra	(D. Don) Poir.	species	http://www.tropicos.org/Name/50231631		Abies	rubra	sp.		Coniferidae	Pinaceae	A	
50231553	50231631	Abies rubra var. violacea	Loudon	variety	http://www.tropicos.org/Name/50231553		Abies	rubra	var.	violacea	Coniferidae	Pinaceae		
24900055	40002848	Abies sachalinensis	(F. Schmidt) Mast.	species	http://www.tropicos.org/Name/24900055		Abies	sachalinensis	sp.		Coniferidae	Pinaceae	A	
100280121	24900055	Abies sachalinensis subsp. gracilis	(Kom.) Silba	subspecies	http://www.tropicos.org/Name/100280121		Abies	sachalinensis	subsp.	gracilis	Coniferidae	Pinaceae	A	
100280122	24900055	Abies sachalinensis subsp. mayriana	Silba	subspecies	http://www.tropicos.org/Name/100280122		Abies	sachalinensis	subsp.	mayriana	Coniferidae	Pinaceae		
100280123	24900055	Abies sachalinensis subsp. nemorensis	(Mayr) Silba	subspecies	http://www.tropicos.org/Name/100280123		Abies	sachalinensis	subsp.	nemorensis	Coniferidae	Pinaceae	A	
24900056	40002848	Abies sibirica	Ledeb.	species	http://www.tropicos.org/Name/24900056		Abies	sibirica	sp.		Coniferidae	Pinaceae	A	
100280125	24900056	Abies sibirica var. semenovii	(B. Fedtsch.) Tang S. Liu	variety	http://www.tropicos.org/Name/100280125		Abies	sibirica	var.	semenovii	Coniferidae	Pinaceae	S	50161316
24900795	40002848	Abies spectabilis	(D. Don) Spach	species	http://www.tropicos.org/Name/24900795		Abies	spectabilis	sp.		Coniferidae	Pinaceae	A	
100280126	40002848	Abies spectabilis	Mirb.	species	http://www.tropicos.org/Name/100280126		Abies	spectabilis	sp.		Coniferidae	Pinaceae		
100280127	100280126	Abies spectabilis subsp. densa	(Griff.) Silba	subspecies	http://www.tropicos.org/Name/100280127		Abies	spectabilis	subsp.	densa	Coniferidae	Pinaceae	A	
100280128	100280126	Abies spectabilis subsp. langtangensis	(Silba) Silba	subspecies	http://www.tropicos.org/Name/100280128		Abies	spectabilis	subsp.	langtangensis	Coniferidae	Pinaceae	A	
24900293	40002848	Abies subalpina	Engelm. ex Ward	species	http://www.tropicos.org/Name/24900293		Abies	subalpina	sp.		Coniferidae	Pinaceae	S	24900292
24900283	40002848	Abies taxifolia	(Lamb.) Poir.	species	http://www.tropicos.org/Name/24900283		Abies	taxifolia	sp.		Coniferidae	Pinaceae		
50234129	24900283	Abies taxifolia var. pendula	Neumann	variety	http://www.tropicos.org/Name/50234129		Abies	taxifolia	var.	pendula	Coniferidae	Pinaceae	S	50234135
24900660	40002848	Abies veitchii	Lindl.	species	http://www.tropicos.org/Name/24900660		Abies	veitchii	sp.		Coniferidae	Pinaceae		
50230709	40002848	Abies veitchii	Lindl.	species	http://www.tropicos.org/Name/50230709		Abies	veitchii	sp.		Coniferidae	Pinaceae	S	50230712
100280132	50230709	Abies veitchii subsp. sikokiana	(Nakai) Silba	subspecies	http://www.tropicos.org/Name/100280132		Abies	veitchii	subsp.	sikokiana	Coniferidae	Pinaceae	A	
24901756	40002848	Abies vejarii	MartäîìŒçnez	species	http://www.tropicos.org/Name/24901756		Abies	vejarii	sp.		Coniferidae	Pinaceae	A	
100280133	24901756	Abies vejarii subsp. macrocarpa	Silba	subspecies	http://www.tropicos.org/Name/100280133		Abies	vejarii	subsp.	macrocarpa	Coniferidae	Pinaceae		
24901033	40002848	Abies webbiana	(Wall. ex D. Don) Lindl.	species	http://www.tropicos.org/Name/24901033		Abies	webbiana	sp.		Coniferidae	Pinaceae	S	24900795
40002854	42000417	Abietia	A.H. Kent	genus	http://www.tropicos.org/Name/40002854		Abietia		gen.		Coniferidae	Pinaceae		
24900556	40002854	Abietia douglasii	Lindl.	species	http://www.tropicos.org/Name/24900556		Abietia	douglasii	sp.		Coniferidae	Pinaceae		
50324783	50324784	Asteraceae		family					fam.		Asteridae	Asteraceae	A	
50324784	43000109	Asteridae		subclass					subcl.		Asteridae	Asteraceae	A	
40002748	42000417	Cathaya	Chun & Kuang	genus	http://www.tropicos.org/Name/40002748		Cathaya		gen.		Coniferidae	Pinaceae	A	
24901136	40002748	Cathaya argyrophylla	Chun & Kuang	species	http://www.tropicos.org/Name/24901136		Cathaya	argyrophylla	sp.		Coniferidae	Pinaceae	A	
