nameID	parentNameID	scientificName	scientificNameAuthorship	nameRank	nameUri	isHybrid	genus	specificEpithet	rankIndicator	otherEpithet	subclass	family	acceptance	acceptedNameID
24900166	40008450	Picea engelmannii	Parry ex Engelm.	species	http://www.tropicos.org/Name/24900166		Picea	engelmannii	sp.		Coniferidae	Coniferaceae	A	
50231201	24900166	Picea engelmannii subsp. engelmannii		subspecies	http://www.tropicos.org/Name/50231201		Picea	engelmannii	subsp.	engelmannii	Coniferidae	Coniferaceae		
50231210	24900166	Picea engelmannii subsp. mexicana	(Mart_”“Îçnez) P.A. Schmidt	subspecies	http://www.tropicos.org/Name/50231210		Picea	engelmannii	subsp.	mexicana	Coniferidae	Coniferaceae	A	
50231212	24900166	Picea engelmannii var. mexicana	(Mart_”“Îçnez) Silba	variety	http://www.tropicos.org/Name/50231212		Picea	engelmannii	var.	mexicana	Coniferidae	Coniferaceae	S	50231210
50231213	24900166	Picea engelmannii var. mohinorsensis	Silba	variety	http://www.tropicos.org/Name/50231213		Picea	engelmannii	var.	mohinorsensis	Coniferidae	Coniferaceae	S	50231210
24900751	40008450	Picea excelsa	(Lamb.) Link	species	http://www.tropicos.org/Name/24900751		Picea	excelsa	sp.		Coniferidae	Coniferaceae	S	24900164
50231534	24900751	Picea excelsa fo. fennica	(Regel) Steud.	forma	http://www.tropicos.org/Name/50231534		Picea	excelsa	fo.	fennica	Coniferidae	Coniferaceae	S	24900753
50235784	24900751	Picea excelsa fo. japonica	(Maxim.) Beissn.	forma	http://www.tropicos.org/Name/50235784		Picea	excelsa	fo.	japonica	Coniferidae	Coniferaceae	A	
50231542	24900751	Picea excelsa fo. medioxima	(Nyl.) Schr_”“_«¢t.	forma	http://www.tropicos.org/Name/50231542		Picea	excelsa	fo.	medioxima	Coniferidae	Coniferaceae	A	
50231162	24900751	Picea excelsa var. alpestris	Beissn.	variety	http://www.tropicos.org/Name/50231162		Picea	excelsa	var.	alpestris	Coniferidae	Coniferaceae		
50231153	24900751	Picea excelsa var. erythrocarpa	Purk.	variety	http://www.tropicos.org/Name/50231153		Picea	excelsa	var.	erythrocarpa	Coniferidae	Coniferaceae	S	50231158
50231167	24900751	Picea excelsa var. europaea	Schr_”“_«¢t.	variety	http://www.tropicos.org/Name/50231167		Picea	excelsa	var.	europaea	Coniferidae	Coniferaceae		
50231541	24900751	Picea excelsa var. fennica	(Regel) Beck	variety	http://www.tropicos.org/Name/50231541		Picea	excelsa	var.	fennica	Coniferidae	Coniferaceae	S	24900753
50231540	24900751	Picea excelsa var. medioxima	(Nyl.) Willk.	variety	http://www.tropicos.org/Name/50231540		Picea	excelsa	var.	medioxima	Coniferidae	Coniferaceae	S	50231542
50230178	40008450	Picea fraseri	(Pursh) Loudon	species	http://www.tropicos.org/Name/50230178		Picea	fraseri	sp.		Coniferidae	Coniferaceae	S	50230181
24900167	40008450	Picea glauca	(Moench) Voss	species	http://www.tropicos.org/Name/24900167		Picea	glauca	sp.		Coniferidae	Coniferaceae	A	
50231547	24900167	Picea glauca subsp. albertiana	(S. Br.) P. Schmidt	subspecies	http://www.tropicos.org/Name/50231547		Picea	glauca	subsp.	albertiana	Coniferidae	Coniferaceae	A	
24900679	40008450	Picea glehnii	(F. Schmidt) Mast.	species	http://www.tropicos.org/Name/24900679		Picea	glehnii	sp.		Coniferidae	Coniferaceae	S	50231558
50144501	40008450	Picea intercedens	Nakai	species	http://www.tropicos.org/Name/50144501		Picea	intercedens	sp.		Coniferidae	Coniferaceae	S	24900103
24900381	40008450	Picea jezoensis	(Siebold & Zucc.) Carri_”“Îère	species	http://www.tropicos.org/Name/24900381		Picea	jezoensis	sp.		Coniferidae	Coniferaceae	A	
50231570	24900381	Picea jezoensis fo. kamchatkensis	S.L. Tung & Y.L. Chou	forma	http://www.tropicos.org/Name/50231570		Picea	jezoensis	fo.	kamchatkensis	Coniferidae	Coniferaceae		
50231559	24900381	Picea jezoensis subsp. hondoensis	(Mayr) P.A. Schmidt	subspecies	http://www.tropicos.org/Name/50231559		Picea	jezoensis	subsp.	hondoensis	Coniferidae	Coniferaceae	A	
50231565	24900381	Picea jezoensis subsp. jezoensis		subspecies	http://www.tropicos.org/Name/50231565		Picea	jezoensis	subsp.	jezoensis	Coniferidae	Coniferaceae		
24900103	40008450	Picea koraiensis	Nakai	species	http://www.tropicos.org/Name/24900103		Picea	koraiensis	sp.		Coniferidae	Coniferaceae	A	
50266850	24900103	Picea koraiensis var. nenjiangensis	S.Q. Nie & X.Y. Yuan	variety	http://www.tropicos.org/Name/50266850		Picea	koraiensis	var.	nenjiangensis	Coniferidae	Coniferaceae	A	
50231571	24900103	Picea koraiensis var. pungsanensis	(Uyeki ex Nakai) Farjon	variety	http://www.tropicos.org/Name/50231571		Picea	koraiensis	var.	pungsanensis	Coniferidae	Coniferaceae	A	
24900678	40008450	Picea koyamae	Shiras.	species	http://www.tropicos.org/Name/24900678		Picea	koyamae	sp.		Coniferidae	Coniferaceae		
50103963	40008450	Picea likiangensis	(Franch.) E. Pritz.	species	http://www.tropicos.org/Name/50103963		Picea	likiangensis	sp.		Coniferidae	Coniferaceae	A	
50231578	50103963	Picea likiangensis subsp. balfouriana	(Rehder & E.H. Wilson) Rushforth	subspecies	http://www.tropicos.org/Name/50231578		Picea	likiangensis	subsp.	balfouriana	Coniferidae	Coniferaceae	A	
50231573	50103963	Picea likiangensis var. bhutanica	Silba	variety	http://www.tropicos.org/Name/50231573		Picea	likiangensis	var.	bhutanica	Coniferidae	Coniferaceae		
50231574	50103963	Picea likiangensis var. forrestii	Silba	variety	http://www.tropicos.org/Name/50231574		Picea	likiangensis	var.	forrestii	Coniferidae	Coniferaceae		
24900169	40008450	Picea mariana	"(Mill.) Britton, Sterns & Poggenb."	species	http://www.tropicos.org/Name/24900169		Picea	mariana	sp.		Coniferidae	Coniferaceae	A	
24900925	40008450	Picea maximowiczii	Regel ex Mast.	species	http://www.tropicos.org/Name/24900925		Picea	maximowiczii	sp.		Coniferidae	Coniferaceae		
50231587	24900925	Picea maximowiczii var. maximowiczii		variety	http://www.tropicos.org/Name/50231587		Picea	maximowiczii	var.	maximowiczii	Coniferidae	Coniferaceae		
50231593	24900925	Picea maximowiczii var. senanensis	Hayashi	variety	http://www.tropicos.org/Name/50231593		Picea	maximowiczii	var.	senanensis	Coniferidae	Coniferaceae		
24900492	40008450	Picea menziesii	(Douglas ex D. Don) Carri_”“Îère	species	http://www.tropicos.org/Name/24900492		Picea	menziesii	sp.		Coniferidae	Coniferaceae	S	24900172
50231642	24900492	Picea menziesii var. crispa	(Antoine) Carri_”“Îère	variety	http://www.tropicos.org/Name/50231642		Picea	menziesii	var.	crispa	Coniferidae	Coniferaceae	A	
50231624	24900492	Picea menziesii var. parryana	Andr_”“_‘ê	variety	http://www.tropicos.org/Name/50231624		Picea	menziesii	var.	parryana	Coniferidae	Coniferaceae		
24900383	40008450	Picea meyeri	Rehder & E.H. Wilson	species	http://www.tropicos.org/Name/24900383		Picea	meyeri	sp.		Coniferidae	Coniferaceae	A	
24900758	40008450	Picea morinda	Link	species	http://www.tropicos.org/Name/24900758		Picea	morinda	sp.		Coniferidae	Coniferaceae	S	24900675
24900541	40008450	Picea nigra	(Arnold) Link	species	http://www.tropicos.org/Name/24900541		Picea	nigra	sp.		Coniferidae	Coniferaceae	S	24900169
24900105	40008450	Picea obovata	Ledeb.	species	http://www.tropicos.org/Name/24900105		Picea	obovata	sp.		Coniferidae	Coniferaceae	A	
50292068	24900105	Picea obovata fo. densifolia	Luchnik	forma	http://www.tropicos.org/Name/50292068		Picea	obovata	fo.	densifolia	Coniferidae	Coniferaceae		
50292069	24900105	Picea obovata fo. lucifera	Luchnik	forma	http://www.tropicos.org/Name/50292069		Picea	obovata	fo.	lucifera	Coniferidae	Coniferaceae		
50292070	24900105	Picea obovata fo. lutescens	Luchnik	forma	http://www.tropicos.org/Name/50292070		Picea	obovata	fo.	lutescens	Coniferidae	Coniferaceae		
50292071	24900105	Picea obovata fo. pendula	Luchnik	forma	http://www.tropicos.org/Name/50292071		Picea	obovata	fo.	pendula	Coniferidae	Coniferaceae		
50292072	24900105	Picea obovata fo. seminskiensis	Luchnik	forma	http://www.tropicos.org/Name/50292072		Picea	obovata	fo.	seminskiensis	Coniferidae	Coniferaceae		
50231163	24900105	Picea obovata var. alpestris	(Br_”“_«•gger) A. Henry	variety	http://www.tropicos.org/Name/50231163		Picea	obovata	var.	alpestris	Coniferidae	Coniferaceae	S	50231166
50231607	24900105	Picea obovata var. argentea	Luchnik	variety	http://www.tropicos.org/Name/50231607		Picea	obovata	var.	argentea	Coniferidae	Coniferaceae		
50231608	24900105	Picea obovata var. brevifolia	Luchnik	variety	http://www.tropicos.org/Name/50231608		Picea	obovata	var.	brevifolia	Coniferidae	Coniferaceae		
50231609	24900105	Picea obovata var. densifolia	Luchnik	variety	http://www.tropicos.org/Name/50231609		Picea	obovata	var.	densifolia	Coniferidae	Coniferaceae		
50231536	24900105	Picea obovata var. fennica	(Regel) A. Henry	variety	http://www.tropicos.org/Name/50231536		Picea	obovata	var.	fennica	Coniferidae	Coniferaceae	S	24900753
50231610	24900105	Picea obovata var. krylovii	Luchnik	variety	http://www.tropicos.org/Name/50231610		Picea	obovata	var.	krylovii	Coniferidae	Coniferaceae		
50231611	24900105	Picea obovata var. lucifera	Luchnik	variety	http://www.tropicos.org/Name/50231611		Picea	obovata	var.	lucifera	Coniferidae	Coniferaceae		
50231613	24900105	Picea obovata var. pendula	Luchnik	variety	http://www.tropicos.org/Name/50231613		Picea	obovata	var.	pendula	Coniferidae	Coniferaceae		
50231614	24900105	Picea obovata var. seminskiensis	Luchnik	variety	http://www.tropicos.org/Name/50231614		Picea	obovata	var.	seminskiensis	Coniferidae	Coniferaceae		
50231615	24900105	Picea obovata var. tschiketamanica	Luchnik	variety	http://www.tropicos.org/Name/50231615		Picea	obovata	var.	tschiketamanica	Coniferidae	Coniferaceae		
24900681	40008450	Picea orientalis	(L.) Link	species	http://www.tropicos.org/Name/24900681		Picea	orientalis	sp.		Coniferidae	Coniferaceae		
50231637	24900681	Picea orientalis var. longifolia	Ledeb.	variety	http://www.tropicos.org/Name/50231637		Picea	orientalis	var.	longifolia	Coniferidae	Coniferaceae		
50073344	40008450	Picea purpurea	Mast.	species	http://www.tropicos.org/Name/50073344		Picea	purpurea	sp.		Coniferidae	Coniferaceae	A	
24900171	40008450	Picea rubens	Sarg.	species	http://www.tropicos.org/Name/24900171		Picea	rubens	sp.		Coniferidae	Coniferaceae	A	
24900547	40008450	Picea rubra	(Du Roi) Link	species	http://www.tropicos.org/Name/24900547		Picea	rubra	sp.		Coniferidae	Coniferaceae		
24900753	40008450	Picea _”“’_ fennica	(Regel) Kom.	nothospecies	http://www.tropicos.org/Name/24900753	1	Picea	fennica	nothosp.		Coniferidae	Coniferaceae	A	
50231545	24900753	Picea _”“’_ fennica nothosubsp. uralensis	(Tepl.) P.A. Schmidt	nothosubspecies	http://www.tropicos.org/Name/50231545	1	Picea	fennica	nothosubsp.	uralensis	Coniferidae	Coniferaceae	A	
24900106	40008450	Picea schrenkiana	Fisch. & C.A. Mey.	species	http://www.tropicos.org/Name/24900106		Picea	schrenkiana	sp.		Coniferidae	Coniferaceae	A	
50231634	24900106	Picea schrenkiana subsp. schrenkiana		subspecies	http://www.tropicos.org/Name/50231634		Picea	schrenkiana	subsp.	schrenkiana	Coniferidae	Coniferaceae		
24900675	40008450	Picea smithiana	(Wall.) Boiss.	species	http://www.tropicos.org/Name/24900675		Picea	smithiana	sp.		Coniferidae	Coniferaceae	A	
50231646	24900675	Picea smithiana var. nepalensis	Franco	variety	http://www.tropicos.org/Name/50231646		Picea	smithiana	var.	nepalensis	Coniferidae	Coniferaceae		
24900793	40008450	Picea spinulosa	(Griff.) A. Henry	species	http://www.tropicos.org/Name/24900793		Picea	spinulosa	sp.		Coniferidae	Coniferaceae	A	
24900766	40008450	Picea vulgaris	Link	species	http://www.tropicos.org/Name/24900766		Picea	vulgaris	sp.		Coniferidae	Coniferaceae		
50231157	24900766	Picea vulgaris var. erythrocarpa	(Purk.) Jacobasch	variety	http://www.tropicos.org/Name/50231157		Picea	vulgaris	var.	erythrocarpa	Coniferidae	Coniferaceae	S	50231158
50231533	24900766	Picea vulgaris var. fennica	(Regel) Beck	variety	http://www.tropicos.org/Name/50231533		Picea	vulgaris	var.	fennica	Coniferidae	Coniferaceae	S	24900753
50231544	24900766	Picea vulgaris var. uralensis	Tepl.	variety	http://www.tropicos.org/Name/50231544		Picea	vulgaris	var.	uralensis	Coniferidae	Coniferaceae	S	50231545
50231543	24900766	Picea vulgaris var. uwarowii	Kauffm.	variety	http://www.tropicos.org/Name/50231543		Picea	vulgaris	var.	uwarowii	Coniferidae	Coniferaceae		
24900384	40008450	Picea wilsonii	Mast.	species	http://www.tropicos.org/Name/24900384		Picea	wilsonii	sp.		Coniferidae	Coniferaceae	A	
40018646	42000417	Pseudotsuga	Carri_”“Îère	genus	http://www.tropicos.org/Name/40018646		Pseudotsuga		gen.		Coniferidae	Coniferaceae	A	
24900500	40018646	Pseudotsuga douglasii	(Sabine ex D. Don) Carri_”“Îère	species	http://www.tropicos.org/Name/24900500		Pseudotsuga	douglasii	sp.		Coniferidae	Coniferaceae	S	24900226
50234140	24900500	Pseudotsuga douglasii var. laeta	Schwer.	variety	http://www.tropicos.org/Name/50234140		Pseudotsuga	douglasii	var.	laeta	Coniferidae	Coniferaceae		
50234109	24900500	Pseudotsuga douglasii var. taxifolia	(Lamb.) Antoine	variety	http://www.tropicos.org/Name/50234109		Pseudotsuga	douglasii	var.	taxifolia	Coniferidae	Coniferaceae		
50234141	24900500	Pseudotsuga douglasii var. viminalis	Schwer.	variety	http://www.tropicos.org/Name/50234141		Pseudotsuga	douglasii	var.	viminalis	Coniferidae	Coniferaceae	S	50234142
24900567	40018646	Pseudotsuga glauca	"(Beissn., in Jager & Beissn.) Mayr."	species	http://www.tropicos.org/Name/24900567		Pseudotsuga	glauca	sp.		Coniferidae	Coniferaceae	S	24900277
50234105	40018646	Pseudotsuga guinieri	Flous	species	http://www.tropicos.org/Name/50234105		Pseudotsuga	guinieri	sp.		Coniferidae	Coniferaceae	S	24900277
50234106	50234105	Pseudotsuga guinieri var. mediostrobus	Flous	variety	http://www.tropicos.org/Name/50234106		Pseudotsuga	guinieri	var.	mediostrobus	Coniferidae	Coniferaceae	S	24900277
50234107	50234105	Pseudotsuga guinieri var. parvistrobus	Flous	variety	http://www.tropicos.org/Name/50234107		Pseudotsuga	guinieri	var.	parvistrobus	Coniferidae	Coniferaceae	S	24900277
24900226	40018646	Pseudotsuga menziesii	(Mirb.) Franco	species	http://www.tropicos.org/Name/24900226		Pseudotsuga	menziesii	sp.		Coniferidae	Coniferaceae	A	
50234099	24900226	Pseudotsuga menziesii subsp. glauca	"(Beissn., in Jager & Beissn.) A.E. Murray"	subspecies	http://www.tropicos.org/Name/50234099		Pseudotsuga	menziesii	subsp.	glauca	Coniferidae	Coniferaceae	S	24900277
50233696	24900226	Pseudotsuga menziesii subsp. macrocarpa	(Vasey) A.E. Murray	subspecies	http://www.tropicos.org/Name/50233696		Pseudotsuga	menziesii	subsp.	macrocarpa	Coniferidae	Coniferaceae	A	
50234104	24900226	Pseudotsuga menziesii var. flahaultii	(Flous) Silba	variety	http://www.tropicos.org/Name/50234104		Pseudotsuga	menziesii	var.	flahaultii	Coniferidae	Coniferaceae	S	24900277
24900441	40018646	Pseudotsuga mucronata	(Raf.) Sudw.	species	http://www.tropicos.org/Name/24900441		Pseudotsuga	mucronata	sp.		Coniferidae	Coniferaceae	S	24900226
24900876	40018646	Pseudotsuga sinensis	Dode	species	http://www.tropicos.org/Name/24900876		Pseudotsuga	sinensis	sp.		Coniferidae	Coniferaceae	A	
24900272	40018646	Pseudotsuga taxifolia	(Lamb.) Britton	species	http://www.tropicos.org/Name/24900272		Pseudotsuga	taxifolia	sp.		Coniferidae	Coniferaceae	S	24900226
50234103	24900272	Pseudotsuga taxifolia subsp. caesia	(Schwerin) Asch. & Graebn.	subspecies	http://www.tropicos.org/Name/50234103		Pseudotsuga	taxifolia	subsp.	caesia	Coniferidae	Coniferaceae	S	24900277
50234101	24900272	Pseudotsuga taxifolia subsp. glaucescens	(Carri_”“Îère) Schwer.	subspecies	http://www.tropicos.org/Name/50234101		Pseudotsuga	taxifolia	subsp.	glaucescens	Coniferidae	Coniferaceae	S	24900277
50234112	24900272	Pseudotsuga taxifolia subsp. mucronata	(Raf.) Schwer.	subspecies	http://www.tropicos.org/Name/50234112		Pseudotsuga	taxifolia	subsp.	mucronata	Coniferidae	Coniferaceae	A	
50234126	24900272	Pseudotsuga taxifolia var. brevibracteata	(Antoine) Schwer.	variety	http://www.tropicos.org/Name/50234126		Pseudotsuga	taxifolia	var.	brevibracteata	Coniferidae	Coniferaceae	A	
50234102	24900272	Pseudotsuga taxifolia var. brevifolia	Sudw.	variety	http://www.tropicos.org/Name/50234102		Pseudotsuga	taxifolia	var.	brevifolia	Coniferidae	Coniferaceae	S	24900277
50234098	24900272	Pseudotsuga taxifolia var. glauca	"(Beissn., in Jager & Beissn.) C.K. Schneid."	variety	http://www.tropicos.org/Name/50234098		Pseudotsuga	taxifolia	var.	glauca	Coniferidae	Coniferaceae		
50234135	24900272	Pseudotsuga taxifolia var. pendula	(Neumann) Sudw.	variety	http://www.tropicos.org/Name/50234135		Pseudotsuga	taxifolia	var.	pendula	Coniferidae	Coniferaceae	A	
50234142	24900272	Pseudotsuga taxifolia var. viminalis	(Schwer.) Schwer.	variety	http://www.tropicos.org/Name/50234142		Pseudotsuga	taxifolia	var.	viminalis	Coniferidae	Coniferaceae	A	
50234139	24900272	Pseudotsuga taxifolia var. viridis	(Schwer.) Schwer.	variety	http://www.tropicos.org/Name/50234139		Pseudotsuga	taxifolia	var.	viridis	Coniferidae	Coniferaceae	S	24900454
60324798	50324780	Spruceaceae		family					fam.		Coniferidae	Spruceaceae	A	
58324797	60324798	Spruceus		genus	http://www.tropicos.org/Name/40008450		Spruceus		gen.		Coniferidae	Spruceaceae	A	
56324796	58324797	Spruceus alcoquiana	Carri_”“Îère	species	http://www.tropicos.org/Name/50231173		Spruceus	alcoquiana	sp.		Coniferidae	Spruceaceae		
50324783	50324779	Taxodiaceae		family					fam.		Coniferidae	Taxodiaceae	A	
43000109		Tracheophyta	C. Agardh	class	http://www.tropicos.org/Name/43000109				cl.	Tracheophyta			A	
40020343	42000417	Tsuga	Jones	genus	http://www.tropicos.org/Name/40020343		Tsuga		gen.		Coniferidae	Coniferaceae	A	
